Date,Open,High,Low,Close,Adj Close,Volume,SP_open,SP_high,SP_low,SP_close,SP_Ajclose,SP_volume,DJ_close,DJ_open,DJ_high,DJ_low,DJ_Ajclose,DJ_volume,EG_open,EG_high,EG_low,EG_close,EG_Ajclose,EG_volume,EU_Price,EU_open,EU_high,EU_low,EU_Trend,OF_Price,OF_Open,OF_High,OF_Low,OF_Volume,OF_Trend,OS_Price,OS_Open,OS_High,OS_Low,OS_Trend,SF_Price,SF_Open,SF_High,SF_Low,SF_Volume,SF_Trend,USB_Price,USB_Open,USB_High,USB_Low,USB_Trend,PLT_Price,PLT_Open,PLT_High,PLT_Low,PLT_Trend,PLD_Price,PLD_Open,PLD_High,PLD_Low,PLD_Trend,RHO_PRICE,USDI_Price,USDI_Open,USDI_High,USDI_Low,USDI_Volume,USDI_Trend,GDX_Open,GDX_High,GDX_Low,GDX_Close,GDX_Adj Close,GDX_Volume,USO_Open,USO_High,USO_Low,USO_Close,USO_Adj Close,USO_Volume
24-03-2020,37.60666667,38,36.57666667,37.35,37.35,1221566.667,7848.3,8036.95,7511.1,7801.05,7801.05,738430000,26674.03,27056.23,27462.87,25638.9,26674.03,24680000,67.5,68.45,62.35,62.8,62.8,30630000,82.379,81.8735,82.907,81.8105,0,27.15,27.72,28.65,26.69,198910,0,26.2,25.87,27.28,25.44,0,14.257,13.32,14.435,13.22,109940,0,6.304,6.377,6.377,6.294,1,734.6,665.2,734.75,655.5,1,5994,5850,6025,5800,0,4781,76.379,76.079,76.386,75.95,22630,1,16.6,16.96,14.74,15.42,15.42,88090,50.2,52.5,44.75,47,47,886360
23-03-2020,36.26333333,38.81,35.50333333,36.44,36.44,2304400,7945.7,8159.25,7583.6,7610.25,7610.25,653540000,25981.24,27608.8,27900.83,25880.83,25981.24,21790000,67.95,71.3,61.65,62.65,62.65,22550000,81.823,80.646,82.5215,80.198,0,27.03,26.75,27.54,24.68,257590,0,25.48,24.4,26.12,22.74,0,13.261,12.615,13.33,12.29,74900,0,6.379,6.301,6.391,6.252,1,665.15,606,666,606,0,5884,5810,5998,5753,0,4897,76.335,75.38,76.335,75.38,22270,0,17,17,16.12,16.12,16.12,80150,50,53.55,49.7,49.7,49.7,674680
22-03-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.56029831,77.55035641,77.89611974,77.23747577,0.486150235,78.35525284,78.35003354,79.37769608,77.26640609,228338.6113,0.479360165,71.61314914,71.63201842,72.64101816,70.53212586,0.476848299,22.28023166,22.29233539,22.57455393,21.98332921,40657.58692,0.480566281,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,606,612,615.4,594.7,0,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,66.77028429,66.76252133,66.94072899,66.6123811,21990,0.486590038,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
20-03-2020,35.68333333,36.62333333,35.36333333,36.37333333,36.37333333,1653500,8284.45,8883,8178.2,8745.45,8745.45,267349792.1,29915.96,28460.82,30418.2,27932.67,29915.96,32110000,72.4,78,70.4,75.45,75.45,29770000,80.626,79.9615,81.044,79.666,0,26.98,28.1,30.94,26.81,313840,0,22.63,25.59,28.49,22.39,0,12.385,12.125,13.095,12.005,81760,0,6.259,6.407,6.407,6.216,0,611.4,596.05,639.8,595.15,1,5833,5680,5850,5620,0,5150,75.399,74.804,75.399,74.704,18440,0,18.79,19.2,16.26,17.91,17.91,155570,53,56.3,52,55.2,55.2,1060000
19-03-2020,35.67333333,35.92333333,34.69,35.57666667,35.57666667,4022733.333,8063.3,8575.45,7832.55,8263.45,8263.45,925720000,28288.23,27773.36,29370.53,26714.46,28288.23,33150000,69.45,73.65,67.8,69.35,69.35,31320000,79.942,81.3715,82.251,79.681,0,28.47,27.19,29.42,24.96,335720,1,25.91,22.82,28.28,21.77,1,12.134,11.975,12.33,11.76,77370,0,6.41,6.372,6.449,6.336,1,595.2,642.15,644.9,585.3,0,5650,5569,5690,5502,0,5144,74.786,74.855,75.311,74.667,23610,0,16.04,17.62,14.6,17.62,17.62,201990,54,54,49.95,51.2,51.2,1260000
18-03-2020,36.15,36.6,35.56666667,35.69666667,35.69666667,2130900,9088.45,9127.55,8407.05,8468.8,8468.8,267349792.1,28869.51,30968.84,31101.77,28613.05,28869.51,31290000,78,78.65,72.1,72.95,72.95,30560000,81.352,81.4465,81.937,80.5255,1,24.88,28.4,29.21,24.52,348400,0,20.83,27.3,27.6,20.52,0,11.772,12.61,12.905,11.64,122770,0,6.296,6.271,6.343,6.232,0,642.1,669,680.8,603.5,1,5655,5565,5680,5481,1,5170,74.55,73.974,74.55,73.924,12800,0,18.4,18.79,15.5,16.02,16.02,178080,63,64.75,55,55.5,55.5,1640000
17-03-2020,35.80666667,35.80666667,34.93666667,35.21333333,35.21333333,2329266.667,9285.4,9403.8,8915.6,8967.05,8967.05,935620000,30579.09,31611.57,32047.98,30394.94,30579.09,21530000,76.55,80.45,74.4,75,75,32830000,81.436,82.754,82.962,81.154,1,28.73,30.14,31.25,28.5,270240,1,27.33,28.99,30.61,27.06,1,12.495,12.86,13.23,12.11,111380,1,6.265,6.299,6.299,6.209,0,669,666.8,717.9,600,1,5620,5576,5698,5511,0,5274,74.062,74.072,74.315,73.858,17090,0,19.19,19.41,17.41,18.33,18.33,145000,65.5,69.2,61.5,62.4,62.4,1180000
16-03-2020,36.94666667,37.16333333,36.06666667,36.26333333,36.26333333,2641100,9587.8,9602.2,9165.1,9197.4,9197.4,897730000,31390.07,33103.24,33103.24,31276.3,31390.07,18140000,78,80.7,74.25,74.85,74.85,33780000,82.736,81.852,83.478,81.56,1,30.05,35.82,35.84,29.45,330120,1,29,32.69,33.8,28.5,1,12.816,15.1,15.245,11.77,148460,1,6.208,6.239,6.252,6.123,0,666.15,757.85,769.85,562,0,5540,5481,5580,5431,0,5345,74.003,74.006,74.359,73.999,14990,0,19.96,19.98,18.04,18.41,18.41,241560,65.55,70.8,64.5,65.3,65.3,1260000
15-03-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.56029831,77.55035641,77.89611974,77.23747577,0.486150235,78.35525284,78.35003354,79.37769608,77.26640609,228338.6113,0.479360165,71.61314914,71.63201842,72.64101816,70.53212586,0.476848299,22.28023166,22.29233539,22.57455393,21.98332921,40657.58692,0.480566281,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,757.9,763.25,774.9,743.5,1,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,66.77028429,66.76252133,66.94072899,66.6123811,19770,0.486590038,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
13-03-2020,37.19666667,37.41333333,35.68333333,37.07666667,37.07666667,2254866.667,9107.6,10159.4,8555.15,9955.2,9955.2,267349792.1,34103.48,31214.13,34769.48,29388.97,34103.48,32590000,73.15,86.6,68.9,84.05,84.05,45060000,81.998,83.4135,83.5895,81.6375,0,33.85,32.85,36.15,32.5,360630,1,32.11,31.35,34.38,30.8,1,14.5,15.825,15.89,14.425,162450,1,6.322,6.273,6.355,6.273,1,763.3,763.1,818.05,738,1,5650,5555,5896,5496,1,5567,73.84,74.561,74.561,73.732,24760,0,18.44,22.38,17.4,20.46,20.46,549500,60,74.75,56.7,71.75,71.75,1670000
12-03-2020,38.39666667,38.97,37.97,38.27,38.27,2907533.333,10039.95,10040.75,9508,9590.15,9590.15,267349792.1,32778.14,34472.5,34472.5,32493.1,32778.14,25150000,84.75,85.5,78.25,79.85,79.85,38860000,83.394,83.032,84.121,82.0945,1,33.22,35.99,36.46,32.5,472740,0,31.98,33.43,34.05,30.5,0,16.005,16.72,16.91,15.505,147260,1,6.236,6.135,6.236,6.135,0,762.65,863.25,868.5,750.45,0,5725,5840,5840,5725,1,5520,74.576,74.134,74.579,74.074,31760,1,24.81,24.81,20.6,21.65,21.65,272700,79,79,67.5,70.85,70.85,1660000
11-03-2020,38.67,39.07666667,38.33666667,38.47,38.47,1489466.667,10334.3,10545.1,10334,10458.4,10458.4,267349792.1,35697.4,35468.9,36021.51,35261.92,35697.4,27850000,92,95.5,91.25,92,92,33280000,83.015,83.644,84.008,82.9415,0,35.79,37.27,39.7,35.35,471770,1,33.39,35,36.7,32.97,1,16.776,16.875,17.11,16.66,56850,1,6.125,6.1,6.159,6.1,0,863.2,873.5,886.6,861.9,1,5963,5966,6017,5862,1,5749,73.682,73.792,74.015,73.532,31080,0,24.41,26.59,24.07,25.33,25.33,245570,87.5,87.5,83.1,84.35,84.35,650410
10-03-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,83.63,84.9245,85.0205,83.6,1,37.22,35.84,38.22,35,551290,1,34.73,30.75,35.35,30.58,1,16.955,17.02,17.2,16.79,76900,1,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,873.5,872.4,892.05,866.8,1,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,74.15,74.248,74.248,74.15,24270,1,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
09-03-2020,39.93333333,41.02333333,38.10666667,38.76333333,38.76333333,2880500,10742.05,10751.55,10294.45,10451.45,10451.45,267349792.1,35634.95,36950.2,36950.2,35109.18,35634.95,18830000,104,105.45,93.4,94.9,94.9,38810000,84.926,83.5655,85.18,83.506,1,34.36,38.28,38.34,31.02,779720,0,31.47,32.87,35.19,27.83,0,17.054,17.49,17.615,16.55,128270,1,6.066,6.094,6.094,5.995,0,872.2,899.7,900.7,860.9,0,5976,6174,6174,5976,1,5988,74.196,73.975,74.254,73.85,26430,1,27.47,27.59,23.79,25.02,25.02,399320,88.05,89.85,83,84.75,84.75,1140000
08-03-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.56029831,77.55035641,77.89611974,77.23747577,0.486150235,78.35525284,78.35003354,79.37769608,77.26640609,228338.6113,0.479360165,71.61314914,71.63201842,72.64101816,70.53212586,0.476848299,22.28023166,22.29233539,22.57455393,21.98332921,40657.58692,0.480566281,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,899.7,904.1,915.85,896,1,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,66.77028429,66.76252133,66.94072899,66.6123811,38970,0.486590038,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
06-03-2020,39.05666667,39.53,38.74666667,39.31,39.31,2312966.667,10942.65,11035.1,10827.4,10989.45,10989.45,267349792.1,37576.62,37613.96,37747.07,37011.09,37576.62,18970000,111.7,113.4,108.1,111.05,111.05,16480000,83.51,82.625,84.0385,82.412,0,45.27,50.25,50.45,45.18,636390,1,41.51,46.22,46.53,41.29,1,17.263,17.45,17.575,17.015,94550,1,6.185,6.183,6.189,6.148,1,904.35,872.85,905.8,855.15,1,6224,6274,6311,6126,1,6237,74.004,73.873,74.073,73.529,30520,0,27,28.26,26.22,27.61,27.61,159860,90,91.6,86,90.55,90.55,1000000
05-03-2020,38.44666667,38.57666667,38.25,38.42,38.42,1138300,11306.05,11389.5,11244.6,11269,11269,267349792.1,38470.61,38604.25,38887.8,38386.68,38470.61,13500000,118.5,122.2,116,117.1,117.1,26360000,82.602,81.894,82.662,81.319,0,49.99,51.66,52.04,49.7,361040,1,46.06,47.38,47.72,45.82,1,17.393,17.23,17.465,17.15,53480,1,6.239,6.239,6.263,6.227,1,872.95,875.7,875.9,856.65,0,6258,6060,6284,6040,1,6379,73.506,73.518,73.565,73.044,23560,0,28.56,29.6,28.2,28.36,28.36,89290,93.5,95.5,92.6,94.2,94.2,680010
04-03-2020,38.23666667,38.82333333,38.19,38.43,38.43,2363333.333,11351.35,11356.6,11082.15,11251,11251,797650000,38409.48,38715.72,38791.7,37846.1,38409.48,15310000,119,120,115.1,119.35,119.35,38620000,81.868,81.6115,82.185,81.2825,0,51.13,52.11,53.03,51.04,363500,1,46.95,47.1,48.56,46.82,1,17.246,17.205,17.335,17.075,67250,0,6.226,6.267,6.294,6.214,0,875.7,877.95,889.35,866.7,1,6057,5912,6057,5850,0,6336,73.54,73.06,73.64,72.91,27410,1,29.48,30.2,27.04,28,28,321850,97.25,98.4,91.75,93.5,93.5,973570
03-03-2020,37.60333333,37.77,37.31,37.49,37.49,895766.6667,11217.55,11342.25,11152.55,11303.3,11303.3,696520000,38623.7,38480.89,38754.24,38142.3,38623.7,10640000,114.25,121,113.65,119.55,119.55,36980000,81.582,81.143,82.1725,80.6705,0,51.86,53.47,53.9,51.22,407550,1,47.33,47.98,48.82,46.64,1,17.188,16.665,17.48,16.665,114570,0,6.342,6.369,6.38,6.342,1,878.25,868.7,882.85,859.5,1,5881,5814,5920,5770,0,6153,73.05,72.48,73.397,72.44,38900,0,29.81,30.56,29.03,29.48,29.48,202830,99,100.65,97.05,98.45,98.45,864930
02-03-2020,37.46,37.58333333,36.98666667,37.4,37.4,2760766.667,11387.35,11433,11036.25,11132.75,11132.75,680800000,38144.02,38910.95,39083.17,37785.99,38144.02,13390000,117.55,119.4,109,110.95,110.95,32730000,81.128,79.815,81.5295,79.6235,0,51.9,48.95,53.2,48.4,417560,1,46.92,43.93,47.71,43.4,0,16.739,16.5,17.06,16.445,104980,0,6.346,6.343,6.362,6.334,1,868.8,852.85,885.2,851.25,0,5845,5891,6039,5805,0,5917,72.882,72.52,72.954,72.028,23020,0,31.6,32.14,29,29.54,29.54,594000,107.5,107.5,95,97.3,97.3,2010000
01-03-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.56029831,77.55035641,77.89611974,77.23747577,0.486150235,78.35525284,78.35003354,79.37769608,77.26640609,228338.6113,0.479360165,71.61314914,71.63201842,72.64101816,70.53212586,0.476848299,22.28023166,22.29233539,22.57455393,21.98332921,40657.58692,0.480566281,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,852.95,866.3,866.3,851.2,0,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,66.77028429,66.76252133,66.94072899,66.6123811,25440,0.486590038,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
28-02-2020,38.1,38.20666667,37.66666667,37.88333333,37.88333333,1790233.333,11382,11384.8,11175.05,11201.75,11201.75,809900000,38297.29,39087.47,39087.47,38219.97,38297.29,12690000,126,126,112.1,114,114,57360000,79.969,78.8275,80.1305,78.688,0,50.52,51.42,51.52,50.05,20360,0,44.94,46.68,47.2,44.07,0,16.457,17.76,17.885,16.4,221540,0,6.371,6.356,6.404,6.356,1,866.35,903.45,903.9,847.85,1,5922,5880,5960,5825,1,6068,72.539,71.755,72.574,71.755,19360,0,32.28,32.91,30.58,31.24,31.24,1200000,100.5,106.85,98.65,103.3,103.3,2890000
27-02-2020,37.9,38.32,37.73,37.85333333,37.85333333,1166733.333,11661.25,11663.85,11536.7,11633.3,11633.3,608610000,39745.66,39947.8,39947.8,39423.27,39745.66,9580000,130,131.4,126.4,130.55,130.55,15600000,78.801,77.9075,78.9055,77.868,0,52.18,53.18,53.25,50.97,112160,1,47.29,48.7,48.9,46.1,1,17.735,17.945,18.16,17.63,122380,1,6.378,6.331,6.389,6.33,1,903.65,911.45,924.8,898.6,1,5929,5780,5949,5752,1,6141,71.655,71.645,71.704,71.545,29980,0,34.68,36.96,32.1,33.32,33.32,1730000,102.6,105.35,100.35,103.5,103.5,1160000
26-02-2020,37.79666667,38.02,37.62,37.86666667,37.86666667,970366.6667,11738.55,11783.25,11639.6,11678.5,11678.5,567630000,39888.96,40194.89,40255.39,39760.39,39888.96,9040000,131,133.7,129.35,130.25,130.25,14610000,77.869,78.1475,78.234,77.7035,0,53.43,55.13,55.45,53.03,171500,1,48.88,50.22,50.57,48.44,1,17.874,18.035,18.205,17.785,1160,1,6.346,6.339,6.348,6.326,0,911.4,935.65,937.7,908.9,1,5850,5900,5948,5773,0,6038,71.58,71.833,71.873,71.532,26450,0,31,35.28,30.4,34.24,34.24,3470000,97.5,105.55,97.5,102.3,102.3,1560000
25-02-2020,38.58666667,38.61666667,37.61,37.86,37.86,1663700,11877.5,11883.05,11779.9,11797.9,11797.9,461000000,40281.2,40497.72,40536,40220.59,40281.2,7260000,134.4,135.9,132.05,132.7,132.7,14590000,78.122,78.0785,78.219,77.6035,1,54.95,56.46,56.98,54.62,210280,1,50.06,51.5,52.15,49.85,1,18.229,18.665,18.665,17.91,1230,1,6.367,6.372,6.388,6.35,1,935.7,965.9,972.1,922.75,1,5922,6009,6070,5801,1,6233,71.82,71.87,71.92,71.611,34750,1,30.32,32,29.8,31.01,31.01,2480000,99.8,101,96.2,98.45,98.45,687490
24-02-2020,38.34666667,39.16,37.72,38.72333333,38.72333333,4353166.667,12012.55,12012.55,11813.4,11829.4,11829.4,490800000,40363.23,41037.01,41037.01,40306.36,40363.23,8130000,139.85,139.95,132.3,133.2,133.2,22670000,78.048,77.925,78.211,77.622,0,56.3,57.85,57.86,55.13,236330,1,51.58,52.79,52.79,50.61,1,18.923,18.675,18.96,18.585,1000,1,6.367,6.384,6.387,6.339,0,966.15,976.9,979.9,961.4,1,6041,6160,6168,6022,1,6366,71.935,71.915,72.015,71.775,20260,1,30,30,29.5,29.53,29.53,81210,99.5,102.7,99.4,99.75,99.75,527750
23-02-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.56029831,77.55035641,77.89611974,77.23747577,0.486150235,78.35525284,78.35003354,79.37769608,77.26640609,228338.6113,0.479360165,71.61314914,71.63201842,72.64101816,70.53212586,0.476848299,22.28023166,22.29233539,22.57455393,21.98332921,40657.58692,0.480566281,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,977.45,976.75,981.7,975.65,1,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,66.77028429,66.76252133,66.94072899,66.6123811,17870,0.486590038,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
21-02-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.929,77.307,78.1205,77.2965,0,58.5,59,59.25,57.73,236490,1,53.5,53.93,54.02,52.72,1,18.579,18.44,18.665,18.415,990,0,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,976.75,985.65,990.8,972.9,0,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,71.88,71.665,72.056,71.665,29910,0,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
20-02-2020,37.08666667,37.23333333,36.92333333,37.03333333,37.03333333,1479800,12119,12152,12071.45,12080.85,12080.85,502600000,41170.12,41334.96,41399.93,41134.31,41170.12,8390000,141.8,144.75,140.8,142.35,142.35,11240000,77.275,77.371,77.5635,77.137,0,59.31,59.31,60,58.9,268650,1,53.88,53.7,54.66,53.44,1,18.367,18.415,18.455,18.255,860,0,6.422,6.392,6.423,6.38,1,986.05,1010.25,1010.65,974.55,1,6191,6175,6244,6120,1,6612,71.68,71.735,71.82,71.53,28240,0,30,30.79,29.9,30.09,30.09,89770,104.4,104.6,101.1,102.4,102.4,611880
19-02-2020,36.79,37.05666667,36.53333333,36.95666667,36.95666667,599133.3333,12090.6,12134.7,12042.1,12125.9,12125.9,513570000,41323,41121.51,41357.16,41048.93,41323,5600000,142,144.2,141.6,142.65,142.65,8820000,77.346,77.251,77.4175,77.1375,1,59.12,57.6,59.4,57.51,262150,0,53.49,52.36,53.87,52.16,0,18.359,18.2,18.455,18.2,450,0,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,1010.85,995.75,1020.9,995.2,1,6161,6081,6175,6062,0,6612,71.6,71.573,71.6,71.452,21660,0,30.41,30.98,29.5,30.23,30.23,222000,104,105.65,103.7,104.4,104.4,656070
18-02-2020,36.39,36.50666667,36.36,36.47333333,36.47333333,415790,12028.25,12030.75,11908.05,11992.5,11992.5,676850000,40894.38,41042.46,41042.46,40610.95,40894.38,12310000,141.75,141.75,137.5,140.55,140.55,13210000,77.231,77.318,77.55,77.1575,0,57.75,57.35,57.83,56.3,249200,0,52.29,52.49,52.65,51.15,0,18.192,17.76,18.24,17.76,560,0,6.384,6.385,6.408,6.379,0,995.8,973.05,996.3,972,0,6126,6160,6180,6065,0,6612,71.585,71.415,71.611,71.375,19440,0,30.63,30.99,29.8,30.45,30.45,205240,103.4,104.5,98.9,103.55,103.55,935450
17-02-2020,36.35333333,36.83333333,36.21666667,36.31666667,36.31666667,440733.3333,12131.8,12159.6,12037,12045.8,12045.8,455190000,41055.69,41324.04,41420.34,41030.58,41055.69,6860000,141.3,143.8,140.8,142.1,142.1,8480000,77.268,77.48,77.573,77.2495,1,57.67,57.29,57.7,56.83,115340,0,52.2,52.34,52.59,52.05,0,18.15,17.725,18.215,17.67,129960,0,6.387,6.346,6.391,6.346,1,973.1,969.1,975.35,967.5,0,6144,6252,6294,6132,1,6663,71.34,71.43,71.507,71.26,22280,0,30.94,31.23,30.4,30.7,30.7,227790,108,108.45,102,103.5,103.5,623910
16-02-2020,36.20201166,36.38399731,35.88591027,36.10071871,36.10071871,1830575.252,11206.17892,11260.11085,11134.3714,11198.28939,11198.28939,267349792.1,37239.14431,37272.75048,37452.06284,37030.96241,37239.14431,14175272.37,239.6180791,243.5431396,235.1968254,239.2691283,239.2691283,11131090.16,77.56029831,77.55035641,77.89611974,77.23747577,0.486150235,78.35525284,78.35003354,79.37769608,77.26640609,228338.6113,0.479360165,52.36,52.45,52.63,52.34,1,22.28023166,22.29233539,22.57455393,21.98332921,40657.58692,0.480566281,7.419222546,7.423137338,7.43048108,7.410054247,0.469171739,969.35,967.3,969.5,966.8,0,6882.986076,6887.293165,6967.755443,6804.124304,0.49443038,10415.88978,66.77028429,66.76252133,66.94072899,66.6123811,20940,0.486590038,58.00504315,59.61624595,56.4724164,57.84693635,57.84693635,301016.4806,107.8946053,110.3248074,105.4437695,107.6447419,107.6447419,1566907.97
14-02-2020,36.16333333,36.49666667,35.85666667,36.18,36.18,266876.6667,12190.15,12246.7,12091.2,12113.45,12113.45,622780000,41257.74,41510.19,41702.36,41183.13,41257.74,9760000,142.7,143.9,140.75,141.1,141.1,6340000,77.464,77.329,77.7485,77.217,1,57.32,56.41,57.53,56.15,258140,0,52.32,51.73,52.56,51.55,0,17.775,17.675,17.825,17.675,40,0,6.369,6.43,6.431,6.367,0,967.4,971.9,979.1,965.75,0,6259,6244,6275,6191,1,6673,71.529,71.294,71.597,71.272,28840,1,30.8,31.63,30.4,30.94,30.94,121740,108,109.2,107.15,107.9,107.9,598840
13-02-2020,36.21333333,36.33333333,36.09,36.21,36.21,327566.6667,12219.55,12225.65,12139.8,12174.65,12174.65,501190000,41459.79,41707.21,41709.3,41338.31,41459.79,9120000,142.35,143.35,140.3,142.5,142.5,6820000,77.311,77.5385,77.7915,77.2155,0,56.34,55.75,56.83,54.96,325510,0,51.66,51.87,52.19,50.82,0,17.66,17.575,17.715,17.575,90,0,6.423,6.488,6.488,6.423,1,972,963.75,977.55,963.45,1,6201,6298,6298,6161,0,6646,71.33,71.36,71.511,71.254,22330,0,31.76,32.49,28.38,31.03,31.03,507190,106.5,108.8,105.75,107.4,107.4,731540
12-02-2020,36.07333333,36.10333333,35.94333333,36.01666667,36.01666667,341926.6667,12151,12231.75,12144.3,12201.2,12201.2,411730000,41565.9,41330.85,41671.86,41330.85,41565.9,9550000,142,143.9,141.15,141.55,141.55,9280000,77.499,77.8145,77.945,77.462,1,55.79,54.41,56.36,54.39,305450,0,51.41,50.16,51.93,50.16,0,17.537,17.62,17.62,17.48,150,0,6.473,6.478,6.484,6.471,1,963.95,971.8,975.05,957.25,0,6263,6100,6277,6088,1,6832,71.306,71.211,71.391,71.211,23150,0,31.2,32.58,30.63,31.18,31.18,431750,112,113.35,104.6,106.5,106.5,1330000
11-02-2020,36.21666667,36.24333333,35.97333333,36.06333333,36.06333333,258003.3333,12108.4,12172.3,12099,12107.9,12107.9,479980000,41216.14,41183.39,41444.34,41179.14,41216.14,7680000,141.65,143.6,140.2,140.75,140.75,9090000,77.795,77.7845,77.8975,77.6155,1,54.01,53.62,54.69,53.6,272810,0,50.17,49.78,50.86,49.78,0,17.638,17.77,17.77,17.595,40,1,6.464,6.447,6.469,6.433,0,971.75,965.35,977,962.85,1,6105,6100,6140,6044,0,6717,71.285,71.235,71.33,71.179,35740,0,30.59,30.85,30.25,30.62,30.62,76630,112.1,113.8,110.65,113,113,889920
10-02-2020,36.06666667,36.72,36.01,36.19666667,36.19666667,424903.3333,12102.35,12103.55,11990.75,12031.5,12031.5,524710000,40979.62,41166.72,41172.06,40798.98,40979.62,15220000,143.7,143.7,139.55,140.3,140.3,10030000,77.766,78.316,78.3445,77.7565,0,53.27,54.2,54.71,53.11,280180,0,49.78,50.34,50.71,49.63,0,17.826,17.765,17.855,17.725,70,1,6.44,6.432,6.446,6.421,0,965.45,970.05,978,956.4,0,6136,6309,6320,6136,1,6694,71.29,71.4,71.457,71.285,37620,1,31.07,31.07,29.94,30.15,30.15,54660,113.8,114.25,110,111.55,111.55,1540000
